Tree_Tag_N,Status,Species_Co,Common_Nam,Genus,Species,Ownership,Location_C,DBH,Number_of_,Percentage,Crown_Widt,Total_Heig,Latitude,Longitude,subway,subway_dist,density_10m
60,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,s,13,1,95,5,23,43.77416078,-79.51391901,out,412.7517797,8
314,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,9.55414,1,0,5,6.6,43.771217,-79.501266,out,526.58177,4
344,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,7.006369,1,0,7,7,43.771698,-79.501709,out,312.0130082,3
1735,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,14,1,0,6,9,43.7739317,-79.51261466,out,401.4803382,3
309,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,9.5,1,0,3,5,43.771176,-79.501331,out,355.3339602,20
637,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,5,3,0,2,3,43.779622,-79.499716,out,566.5632804,2
330,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,28.5,1,0,3,6,43.771373,-79.501345,out,335.2887809,11
1258,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,14.5,1,90,9,20,43.77276422,-79.50895357,out,415.1792183,4
172,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,8.5,1,0,6,7,43.770696,-79.501109,out,398.7770699,10
948,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,10.509554,1,90,8,5.5,43.771767,-79.501386,out,295.5718855,6
1136,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,44.8,1,50,15,19,43.77303984,-79.50917481,out,393.2242576,4
329,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,14.012739,1,0,4,7,43.771353,-79.501394,out,506.5368966,10
1342,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,7.802548,1,0,2,5.5,43.76862,-79.507654,out,99.4333531,10
1134,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,17,1,10,12,6,43.773164,-79.50948046,out,389.3533751,2
1422,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,46,1,15,16,18,43.77393588,-79.50655136,out,223.1713827,4
1421,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,38.4,1,30,18,17,43.77387854,-79.50655543,out,229.2220688,5
936,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,7.643312,1,0,7,5,43.771551,-79.501294,out,277.5989526,10
1790,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,cy,11.5,1,0,1,4,43.776088,-79.499305,out,212.70375,6
311,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,9.872611,1,0,3,5,43.771193,-79.501322,out,293.8883354,5
1020,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,12.8,1,0,7,5.5,43.769615,-79.507425,out,695.7911945,2
1257,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,14.3,1,90,6,18,43.77276877,-79.50891963,out,275.8311156,3
1216,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,cy,16,1,100,7,14,43.77251459,-79.50830263,out,421.7570335,7
180,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,8.5,1,0,5,6,43.770797,-79.501151,out,389.5005407,17
912,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,7.484076,1,0,6,7,43.771131,-79.50107,out,352.5063587,10
572,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,5.5,1,90,2.5,3.5,43.773489,-79.505061,out,112.3476903,18
1178,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,s,14,1,90,9,6.5,43.77283142,-79.50908034,out,411.9771571,4
929,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,8.917197,1,0,4,5,43.771433,-79.501212,out,270.3936184,12
61,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,s,9,1,95,4,18,43.77415265,-79.5139534,out,110.973506,3
1135,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,24.3,1,10,14,7,43.77315189,-79.50954975,out,392.6237083,2
290,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,10,1,0,3,7,43.771002,-79.501233,out,154.1157844,9
1720,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,8,1,0,4,7,43.77390345,-79.51319116,out,420.318586,4
297,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,9.5,1,0,3,6.5,43.771073,-79.501292,out,364.9042883,16
1172,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,14,1,30,7,11,43.774645,-79.502533,within,31.06496575,7
414,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,13,1,10,7,8,43.7751,-79.502529,within,16.02713018,6
2180,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,w,6,1,85,3.5,7,43.77544805,-79.50409471,within,5.461149768,7
1273,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,pl,24.5,1,10,6,8,43.775,-79.497596,within,148.8227659,1
50,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,18,1,60,8,11,43.774107,-79.502555,within,351.6825016,10
18,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,20,1,30,7,12,43.774718,-79.502702,within,28.55650399,5
1641,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,21,1,0,12,13,43.775274,-79.503319,within,10.43609261,4
1174,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,15,1,20,7,11,43.774573,-79.502521,within,38.1515733,4
48,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,14.5,1,60,7,11,43.774075,-79.502541,within,351.579816,6
412,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,31.5,1,40,14,14,43.775177,-79.502595,within,22.00688117,4
311,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,32.5,1,60,10,13,43.776806,-79.50255,within,293.8883354,5
1434,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,n,44.267516,1,0,3,19,43.77411996,-79.50578946,within,181.7330132,3
1751,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,e,16.5,1,0,6,8.5,43.77570209,-79.50903752,within,113.5191789,2
1,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,24,1,30,7,11,43.774222,-79.50284,within,83.86284186,2
1709,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,21.5,1,30,5,9,43.774806,-79.502568,within,15.47939288,5
1171,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,14,1,30,6,12,43.774679,-79.50252,within,27.16683282,7
411,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,26.5,1,30,8,15,43.775206,-79.502576,within,25.5663814,4
1307,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,13.322718,3,0,8,12,43.773139,-79.497954,within,390.827705,4
1311,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,10.562633,3,0,10,11,43.77311,-79.497876,within,55.47209568,9
309,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,42,1,40,11,15,43.77679,-79.502321,within,355.3339602,20
1176,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,16.5,1,30,8,13,43.774487,-79.502375,within,42.72480084,1
590,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,35,1,90,15,16,43.773602,-79.504184,within,187.9181855,3
13,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,15,1,30,6,9,43.774602,-79.502791,within,43.18205461,6
593,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,28,1,90,12,18,43.773461,-79.504001,within,197.0158425,2
47,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,16,1,60,7,8,43.774053,-79.50247,within,349.665185,6
19,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,19,1,30,6,10,43.774662,-79.502677,within,33.59104702,5
180,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,28,1,90,7,11,43.775592,-79.502679,within,389.5005407,17
15,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,16,1,40,6,10,43.774681,-79.50287,within,37.38340445,6
42,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,11,1,60,4,6,43.773947,-79.502487,within,101.8443218,4
1352,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,17.7,1,0,9,24,43.772729,-79.498995,within,289.4491969,6
1173,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,14,1,20,6,11,43.774611,-79.502534,within,34.60844787,6
168,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,by,33.5,1,20,9,15,43.775522,-79.503634,within,26.71956836,5
1646,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,33,1,50,11,12,43.775435,-79.503204,within,30.48114075,4
1167,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,19.426752,1,10,6,11,43.774661,-79.502439,within,26.63325035,7
763,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,st,6.5,1,0,2,7,43.771344,-79.496551,within,97.02548668,14
744,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,st,7.5,1,0,2,12,43.771911,-79.493944,within,30.49964576,1
595,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,36,1,90,10,18,43.773576,-79.504038,within,186.2494951,2
1248,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,18.2,1,60,12,12.5,43.771944,-79.49865,within,198.7132896,3
52,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,18,1,60,8,10,43.774156,-79.502516,within,81.1010882,6
1314,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,8.333333,3,0,8,6,43.773062,-79.497848,within,394.7314969,8
598,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,16.5,1,50,12,12,43.773764,-79.503499,within,150.7783258,3
1354,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,19.5,1,0,9,24,43.772879,-79.499055,within,113.1988492,6
312,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,35,1,40,9,14,43.776826,-79.502548,within,530.746417,4
14,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,18.5,1,30,8,9,43.774622,-79.50284,within,444.7850616,5
1310,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,12.845011,3,0,8,14,43.773131,-79.497801,within,408.7271372,3
1647,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,fy,49.5,1,20,16,18,43.775386,-79.503114,within,28.10665529,12
821,alive,lochon,Honey Locust,Gleditsia,triacanthos,p,s,20.5,1,0,12,7.5,43.77602274,-79.50746395,within,34.37769058,3
268,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sl,24,1,10,6,10,43.77609,-79.503013,within,103.7918049,3
2,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,14,1,40,6,7,43.774285,-79.502774,within,391.0605528,5
45,alive,lochon,Honey Locust,Gleditsia,tricanthos,p,sr,11,1,60,5,7,43.774006,-79.502451,within,94.68265923,7
1525,alive,mapnor,Norway Maple,Acer,platanoides,c,st,45,1,40,14,10,43.777452,-79.494828,out,483.1133678,1
1457,alive,mapnor,Norway Maple,Acer,platanoides,c,st,46,1,0,10,12,43.780215,-79.49462,out,775.5707812,2
2007,alive,mapnor,Norway Maple,Acer,platanoides,c,st,48,1,30,11,27,43.77849404,-79.50669979,out,243.7341834,3
1514,alive,mapnor,Norway Maple,Acer,platanoides,c,st,46.5,1,0,12,13,43.778511,-79.494987,out,588.1053223,2
1533,alive,mapnor,Norway Maple,Acer,platanoides,c,st,45,1,0,11,10,43.777025,-79.49476,out,441.3969807,2
947,alive,mapnor,Norway Maple,Acer,platanoides,p,sl,26,1,20,8,11,43.778525,-79.503884,out,329.9203505,4
81,alive,mapnor,Norway Maple,Acer,platanoides,p,by,22.5,1,20,12,10,43.769671,-79.502108,out,533.8664274,3
726,alive,mapnor,Norway Maple,Acer,platanoides,p,by,20.5,1,30,8,12.5,43.772442,-79.502944,out,270.8939429,3
110,alive,mapnor,Norway Maple,Acer,platanoides,p,by,28,1,20,10,12,43.76848,-79.501603,out,642.9766866,3
1744,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,19,1,0,8,9,43.776249,-79.498373,out,256.1897549,1
109,alive,mapnor,Norway Maple,Acer,platanoides,p,by,28,1,20,10,12,43.768568,-79.501641,out,634.9345642,4
93,alive,mapnor,Norway Maple,Acer,platanoides,p,by,25.5,1,20,10,12,43.769197,-79.501923,out,577.7499262,3
656,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,25.3,1,0,10,18,43.771918,-79.505253,out,159.1972379,15
1522,alive,mapnor,Norway Maple,Acer,platanoides,c,st,52,1,0,11,13,43.778073,-79.494993,out,542.4464241,2
1347,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37.5,1,40,11,11,43.780235,-79.498946,out,830.7445936,2
1452,alive,mapnor,Norway Maple,Acer,platanoides,c,st,30,1,30,7,10,43.780553,-79.49452,out,813.5341835,2
1529,alive,mapnor,Norway Maple,Acer,platanoides,c,st,48.5,1,0,11,11,43.777237,-79.494821,out,461.2676715,2
1061,alive,mapnor,Norway Maple,Acer,platanoides,p,by,24.363057,2,0,7,8,43.776856,-79.499088,out,298.6333622,6
1133,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,25.5,1,0,12,11,43.769716,-79.502631,out,544.220866,3
1148,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,26.2,1,0,12,11,43.768552,-79.502118,out,650.2993941,4
1993,alive,mapnor,Norway Maple,Acer,platanoides,c,st,40,1,20,12,17,43.77893835,-79.50467026,out,349.4913097,1
1151,alive,mapnor,Norway Maple,Acer,platanoides,p,by,46.8,1,0,18,12.5,43.774849,-79.49475,out,44.20086786,5
657,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,34.8,1,0,10,18,43.771921,-79.505176,out,162.0351174,16
29,alive,mapnor,Norway Maple,Acer,platanoides,p,sl,30,1,0,16,11,43.771126,-79.502354,out,389.9989479,4
1139,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,27,1,0,12,11,43.769331,-79.502499,out,580.3895123,3
1464,alive,mapnor,Norway Maple,Acer,platanoides,c,st,35,1,10,12,12,43.779891,-79.494615,out,742.0658311,2
1349,alive,mapnor,Norway Maple,Acer,platanoides,c,st,44,1,30,11,11,43.78017,-79.499233,out,637.4735433,1
993,alive,mapnor,Norway Maple,Acer,platanoides,p,e,19.3,1,0,10,23,43.77216755,-79.50896102,out,320.793732,3
154,alive,mapnor,Norway Maple,Acer,platanoides,p,pl,26.3,1,20,14,11,43.769941,-79.502159,out,507.3071752,2
1443,alive,mapnor,Norway Maple,Acer,platanoides,c,st,46,1,0,11,14,43.781066,-79.494793,out,858.9985348,2
1513,alive,mapnor,Norway Maple,Acer,platanoides,c,st,35,1,20,11,11,43.77862,-79.495004,out,598.9387429,2
1334,alive,mapnor,Norway Maple,Acer,platanoides,c,st,44,1,35,12,14,43.780656,-79.497079,out,106.258908,15
1445,alive,mapnor,Norway Maple,Acer,platanoides,c,st,42,1,0,12,10,43.780962,-79.494758,out,253.0315019,5
1062,alive,mapnor,Norway Maple,Acer,platanoides,p,by,22.611465,2,0,6,11,43.776794,-79.499104,out,291.7436374,5
236,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,39.5,1,30,11,11,43.777068,-79.502896,out,208.3049765,6
697,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,19,1,30,7,9,43.778611,-79.496796,out,546.6532023,3
1537,alive,mapnor,Norway Maple,Acer,platanoides,c,st,40,1,0,12,12,43.77682,-79.494703,out,422.1211038,2
994,alive,mapnor,Norway Maple,Acer,platanoides,p,e,19,1,10,6,20,43.77211281,-79.50904408,out,485.1838115,5
1160,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,12.5,1,0,8,9,43.769048,-79.50225,out,17.94016544,3
1554,alive,mapnor,Norway Maple,Acer,platanoides,c,st,38,1,30,12,10,43.775759,-79.494483,out,318.3621455,2
1471,alive,mapnor,Norway Maple,Acer,platanoides,c,st,50.5,1,0,13,12,43.779464,-79.494804,out,692.3128493,2
647,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,23.5,1,0,6,8,43.778807,-79.497065,out,135.7161137,21
1341,alive,mapnor,Norway Maple,Acer,platanoides,c,st,44,1,40,11,12,43.780432,-79.498079,out,403.1650652,3
1103,alive,mapnor,Norway Maple,Acer,platanoides,p,n,14.490446,1,10,9,9,43.77297081,-79.50993478,out,422.5847131,1
1526,alive,mapnor,Norway Maple,Acer,platanoides,c,st,42,1,0,14,10,43.77736,-79.494782,out,475.0931336,2
680,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,23.5,1,0,8,8,43.777896,-79.496484,out,204.9093973,9
683,alive,mapnor,Norway Maple,Acer,platanoides,c,st,36.5,1,0,10,9,43.774901,-79.494313,out,208.6909246,10
1726,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,39.808917,1,15,10,15,43.777352,-79.503355,out,224.1425212,3
1466,alive,mapnor,Norway Maple,Acer,platanoides,c,st,41,1,15,12,12,43.779784,-79.494635,out,730.3813795,2
1476,alive,mapnor,Norway Maple,Acer,platanoides,c,st,42,1,20,12,12,43.779244,-79.494771,out,670.4097014,2
2045,alive,mapnor,Norway Maple,Acer,platanoides,c,st,32,1,15,10,24,43.77699051,-79.51339763,within,102.1919462,1
422,alive,mapnor,Norway Maple,Acer,platanoides,p,sr,26,1,40,12,13,43.775861,-79.502198,within,104.4375077,5
813,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,26,1,0,10,9,43.770803,-79.493237,within,22.22873822,2
807,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,21,1,0,12,8.5,43.77114,-79.493327,within,23.77120622,2
1584,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,37.261146,1,0,11,10,43.774817,-79.49653,within,160.3211716,2
2050,alive,mapnor,Norway Maple,Acer,platanoides,c,st,41,1,15,11,26,43.77683268,-79.51411846,within,137.9603436,1
168,alive,mapnor,Norway Maple,Acer,platanoides,p,e,19,1,0,6,18,43.77638942,-79.51080216,within,26.71956836,5
735,alive,mapnor,Norway Maple,Acer,platanoides,c,st,38.375796,1,30,15,12,43.772427,-79.493561,within,30.36950816,3
800,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,16.719745,1,0,12,7,43.771481,-79.493341,within,17.5529205,2
2029,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37,1,25,12,25,43.77776368,-79.50999429,within,71.71928995,1
2044,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37.5,1,25,12,28,43.77702358,-79.51324407,within,94.63003789,1
559,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,23.6,7,5,5,12,43.773313,-79.50142,within,136.2372222,4
262,alive,mapnor,Norway Maple,Acer,platanoides,p,sl,36.5,1,40,10,10,43.776495,-79.503071,within,143.920286,4
797,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,16.5,1,0,12,8.5,43.771675,-79.49346,within,14.35743745,2
1155,alive,mapnor,Norway Maple,Acer,platanoides,p,by,21.8,1,0,16,12.5,43.774689,-79.49539,within,30.71703997,5
1580,alive,mapnor,Norway Maple,Acer,platanoides,p,s,31.8,1,95,8,16,43.77394778,-79.50418681,within,152.2995594,4
2053,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37,1,5,8,23,43.7767364,-79.51456057,within,159.8433672,1
1805,alive,mapnor,Norway Maple,Acer,platanoides,p,sl,23.8,1,0,15,12.5,43.775684,-79.499863,within,154.677252,3
710,alive,mapnor,Norway Maple,Acer,platanoides,c,st,45.2,1,0,12,14,43.773684,-79.493918,within,126.4896674,2
175,alive,mapnor,Norway Maple,Acer,platanoides,p,e,22.3,1,0,9,22,43.77680711,-79.51098831,within,56.27771237,3
2022,alive,mapnor,Norway Maple,Acer,platanoides,c,st,41.5,1,20,13,28,43.77797737,-79.5089861,within,123.5109364,1
1608,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,33,1,20,11,11,43.774483,-79.498372,within,72.92094478,7
582,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,35.5,1,0,24,14,43.773622,-79.501607,within,109.6427163,4
697,alive,mapnor,Norway Maple,Acer,platanoides,c,st,26.8,1,0,12,10,43.774391,-79.494041,within,546.6532023,3
805,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,25,1,0,12,8.5,43.771231,-79.493352,within,24.24321249,3
162,alive,mapnor,Norway Maple,Acer,platanoides,p,cy,11,1,50,6,10,43.776044,-79.503714,within,78.29561203,9
1580,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,40.605096,1,0,9,10,43.774913,-79.496091,within,152.2995594,4
816,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,28,1,0,10,9,43.7707,-79.493131,within,15.50913169,2
548,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,27.2,1,0,10,11,43.773406,-79.50078,within,108.0444065,2
731,alive,mapnor,Norway Maple,Acer,platanoides,c,st,34.55414,1,30,17,12,43.772584,-79.49359,within,40.81225851,3
2032,alive,mapnor,Norway Maple,Acer,platanoides,c,st,37.5,1,25,15,30,43.77766945,-79.51042282,within,49.507022,1
2046,alive,mapnor,Norway Maple,Acer,platanoides,c,st,32.5,1,15,9,24,43.77696004,-79.513535,within,109.0495274,1
1158,alive,mapnor,Norway Maple,Acer,platanoides,p,by,45,1,0,20,11.5,43.77462,-79.495718,within,23.40560538,5
564,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,22.9,1,0,16,8.5,43.773287,-79.501764,within,148.9177404,4
806,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,23,1,0,12,8.5,43.771163,-79.493252,within,17.41744035,2
1159,alive,mapnor,Norway Maple,Acer,platanoides,p,by,41,1,0,18,12.5,43.774594,-79.495837,within,20.27407782,4
2056,alive,mapnor,Norway Maple,Acer,platanoides,c,st,41,1,30,14,29,43.77663142,-79.51498486,within,182.1631392,1
796,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,16.5,1,0,12,8.5,43.771683,-79.493399,within,9.713392659,2
711,alive,mapnor,Norway Maple,Acer,platanoides,c,st,32.484076,1,0,10,12,43.773698,-79.49385,within,130.5858467,2
172,alive,mapnor,Norway Maple,Acer,platanoides,p,e,22,1,0,7,22,43.77665795,-79.51091832,within,398.7770699,10
1154,alive,mapnor,Norway Maple,Acer,platanoides,p,by,47,1,0,20,11.5,43.774769,-79.495064,within,35.66335625,5
2027,alive,mapnor,Norway Maple,Acer,platanoides,c,st,27.5,1,15,8,17,43.77782428,-79.50970329,within,86.53778948,2
580,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,29.8,1,15,12,13,43.773652,-79.501733,within,110.1913332,4
1774,alive,mapnor,Norway Maple,Acer,platanoides,p,by,5,1,0,2,5,43.775886,-79.499411,within,188.6923421,3
814,alive,mapnor,Norway Maple,Acer,platanoides,c,sr,25,1,0,10,9,43.770806,-79.493158,within,15.89016051,2
578,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,26,1,40,16,13,43.773622,-79.501839,within,116.3774166,4
1578,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,32.961783,1,0,7,9,43.774961,-79.495874,within,137.0976133,3
1588,alive,mapnor,Norway Maple,Acer,platanoides,p,fy,35.5,1,0,7,12,43.774687,-79.49714,within,129.3650242,2
2040,alive,mapnor,Norway Maple,Acer,platanoides,c,st,45,1,20,12,30,43.77715006,-79.51267378,within,66.16232148,1
178,alive,mapnor,Norway Maple,Acer,platanoides,p,e,21,1,0,7,12,43.77694342,-79.51106627,within,44.4173252,5
186,alive,oakred,Red Oak,Quercus,rubra,p,fy,24,1,0,14,14,43.771893,-79.509,out,506.6021411,5
1405,alive,oakred,Red Oak,Quercus,rubra,p,nw,8.7,1,0,3.5,6.5,43.77203,-79.511072,out,553.1364811,4
1326,alive,oakred,Red Oak,Quercus,rubra,p,w,7.484076,1,5,6,6.5,43.77358945,-79.50832571,out,93.41387521,10
504,alive,oakred,Red Oak,Quercus,rubra,p,by,8,1,0,4,4.5,43.77091,-79.508161,out,1.707590433,9
535,alive,oakred,Red Oak,Quercus,rubra,p,sl,8.5,1,0,6,7,43.773052,-79.506243,out,305.5316418,4
590,alive,oakred,Red Oak,Quercus,rubra,p,by,60,1,0,14,18,43.77723,-79.497979,out,187.9181855,3
319,alive,oakred,Red Oak,Quercus,rubra,p,s-cr,12,1,30,7,13,43.77415218,-79.50926852,out,280.8113169,3
912,alive,oakred,Red Oak,Quercus,rubra,p,w,8,1,0,4,10,43.77401827,-79.50852037,out,352.5063587,10
371,alive,oakred,Red Oak,Quercus,rubra,p,n,15,1,0,9,10,43.77469304,-79.510326,out,255.5568852,5
767,alive,oakred,Red Oak,Quercus,rubra,p,fy,6.2,1,0,2,6,43.771838,-79.504846,out,389.7173102,4
188,alive,oakred,Red Oak,Quercus,rubra,p,fy,20.5,1,0,13,12,43.771827,-79.509003,out,513.512683,4
224,alive,oakred,Red Oak,Quercus,rubra,p,fy,31,1,0,11,23,43.772098,-79.507879,out,452.305154,6
293,alive,oakred,Red Oak,Quercus,rubra,p,fy,29.936306,1,0,13,12,43.771102,-79.50821,out,214.3838947,3
1885,alive,oakred,Red Oak,Quercus,rubra,p,pl,24.2,1,10,8,10,43.77783322,-79.5049,out,228.4790101,3
271,alive,oakred,Red Oak,Quercus,rubra,p,sr,12,1,0,7,7.5,43.770189,-79.502111,out,480.187229,3
273,alive,oakred,Red Oak,Quercus,rubra,p,sr,11.5,1,0,10,7,43.770216,-79.501966,out,473.2190973,3
1341,alive,oakred,Red Oak,Quercus,rubra,p,w,20.541401,1,0,11,13,43.77343271,-79.5082229,out,403.1650652,3
274,alive,oakred,Red Oak,Quercus,rubra,p,sr,38,1,10,12,10,43.777043,-79.501978,out,232.9904071,6
1191,alive,oakred,Red Oak,Quercus,rubra,p,e,15.923567,1,0,11,9,43.77317929,-79.50811865,out,347.6184266,7
264,alive,oakred,Red Oak,Quercus,rubra,p,fy,34.076433,1,0,12,10,43.771616,-79.508542,out,521.7070729,2
210,alive,oakred,Red Oak,Quercus,rubra,p,fy,30.5,1,30,7,10,43.777335,-79.502786,out,239.148628,6
666,alive,oakred,Red Oak,Quercus,rubra,p,by,45,3,0,15,14,43.777332,-79.497014,out,180.1121451,6
1338,alive,oakred,Red Oak,Quercus,rubra,p,w,14.968153,1,0,5,10,43.77332653,-79.50816953,out,333.9020297,5
1680,alive,oakred,Red Oak,Quercus,rubra,p,s,18,1,0,10,15,43.77254923,-79.51177734,out,519.9952418,5
973,alive,oakred,Red Oak,Quercus,rubra,p,by,42,1,10,10,11,43.77796,-79.502805,out,303.199929,8
1011,alive,oakred,Red Oak,Quercus,rubra,p,by,24,1,50,4,6,43.777729,-79.501977,out,303.8225414,2
1344,alive,oakred,Red Oak,Quercus,rubra,c,st,4.5,1,0,12,4,43.780332,-79.498511,out,105.4970961,9
1340,alive,oakred,Red Oak,Quercus,rubra,p,w,24.840764,1,10,11,13,43.77348264,-79.5082351,out,92.54938208,6
877,alive,oakred,Red Oak,Quercus,rubra,p,by,10,1,0,2.5,8,43.770161,-79.503659,out,527.8896109,7
1318,alive,oakred,Red Oak,Quercus,rubra,p,sl,35.5,1,0,10,10,43.770747,-79.502829,out,443.0654361,3
1743,alive,oakred,Red Oak,Quercus,rubra,p,fy,17,1,0,6,10,43.776552,-79.49827,out,290.597996,2
755,alive,oakred,Red Oak,Quercus,rubra,p,fy,13.5,1,0,10,13.5,43.77176,-79.504501,out,387.4834102,1
